"ID","ANSWER","IS_CORRECT","ID_OF_PARENT_ANSWER","QUESTIONID","POSITION","GRAPHIC"
"14163148168801","Grün","TRUE",,"1416314816000","1",
"14163148170323","Gelb","FALSE",,"1416314816000","3",
"14163148172670","Rot","TRUE",,"1416314816000","0",
"14163148176890","ja","TRUE",,"1416314817000","0",
"14163148178411","nein","FALSE",,"1416314817000","1",
"14163148185720","kostenlos","FALSE",,"1416314818000","0",
"14163148189071","kostenpflichtig","TRUE",,"1416314818000","1",
"14163148202950","300 ppi","FALSE",,"1416314819000","0",
"14163148203871","150 ppi","TRUE",,"1416314819000","1",
"14163148205662","1200 ppi","FALSE",,"1416314819000","2",
"14163148206823","20 ppi","FALSE",,"1416314819000","3",
"14163148211021","Das rechte Bild ist stärker komprimiert.","FALSE",,"1542916087000","1",
"14163148211490","Das linke Bild ist stärker komprimiert.","TRUE",,"1542916087000","0",
"14163148212253","Bei der Kompression des linken Bildes gingen mehr Bildinformationen verloren.","TRUE",,"1542916087000","3",
"14163148213132","Das linke Bild braucht weniger Speicherplatz.","TRUE",,"1542916087000","2",
"14163148216493","Digitale Fotos sind Pixelgrafiken.","TRUE",,"1542916029000","3",
"14163148217252","Sie sind aus Linien, Kreisen, Polygonen oder allgemeinen Kurven zusammengesetzt.","FALSE",,"1542916029000","2",
"14163148217641","Bei der Bildbearbeitung werden die Bildpunkte bearbeitet.","TRUE",,"1542916029000","1",
"14163148218080","Eine Vergrößerung ist ohne Qualitätsverlust möglich.","FALSE",,"1542916029000","0",
"14163148221880","Vektorgrafiken sind aus Linien, Kreisen, Polygonen oder allgemeinen Kurven zusammengesetzt.","TRUE",,"1542916033000","0",
"14163148223321","Eine Vergrößerung ist ohne Qualitätsverlust möglich.","TRUE",,"1542916033000","1",
"14163148223802","Sie sind zur Speicherung von Fotos gut geeignet.","FALSE",,"1542916033000","2",
"14163148224003","Objekte können mit Hilfe von Anfasserpunkten verändert werden.","TRUE",,"1542916033000","3",
"14163148231583","Bilder im Format xcf können transparente Flächen haben.","TRUE",,"1456345667000","3",
"14163148231900","Transparenz bedeutet Durchsichtigkeit einer Fläche.","TRUE",,"1456345667000","0",
"14163148232852","Bilder im Format jpg können transparente Flächen haben.","FALSE",,"1456345667000","2",
"14163148233331","Darunterliegende Ebenen scheinen durch.","TRUE",,"1456345667000","1",
"14163152128940","den Kontrast erhöhen","TRUE",,"1542916075000","0",
"14163152129561","das Bild aufhellen","FALSE",,"1542916075000","1",
"14163152130762","einen Effektfilter anwenden","FALSE",,"1542916075000","2",
"14163152131433","das Bild nachschärfen","FALSE",,"1542916075000","3",
"14163152136530","rastern","FALSE",,"1542916082000","0",
"14163152138361","retuschieren","TRUE",,"1542916082000","1",
"14163152138792","aufhellen","FALSE",,"1542916082000","2",
"14163152138983","nachschärfen","FALSE",,"1542916082000","3",
"14163152144331","verlustfrei (lossless)","TRUE",,"1542953930000","1",
"14163152144760","verlustbehaftet","FALSE",,"1542953930000","0",
"14163152154911","Objekten wie Linien, Kreisen, Polygonen oder Kurven","FALSE",,"1542916097000","1",
"14163152155420","Bildpunkten (Pixel)","TRUE",,"1542916097000","0",
"14163152159510","Bildpunkten (Pixel)","FALSE",,"1542953946000","0",
"14163152161021","Objekten wie Linien, Kreisen, Polygonen oder Kurven","TRUE",,"1542953946000","1",
"14163152179180","png","FALSE",,"1416315217000","0",
"14163152179561","jpg","TRUE",,"1416315217000","1",
"14163152180062","tif","FALSE",,"1416315217000","2",
"14163152181223","gif","FALSE",,"1416315217000","3",
"14163152188111","geringe Farbsättigung","FALSE",,"1542916072000","1",
"14163152189470","hohe Farbsättigung","TRUE",,"1542916072000","0",
"14163152206630","Farbintensität","FALSE",,"1416315220000","0",
"14163152208352","Farben wie rot, gelb usw.","TRUE",,"1416315220000","2",
"14163152212331","Helligkeit","FALSE",,"1416315220000","1",
"14163152219980","0 %","TRUE",,"1456345697000","0",
"14163152220731","100 %","FALSE",,"1456345697000","1",
"14163152227260","Farbintensität","TRUE",,"1542916304000","0",
"14163152228332","Farben wie rot, gelb usw.","FALSE",,"1542916304000","2",
"14163152228931","Helligkeit","FALSE",,"1542916304000","1",
"14163152247041","CMYK-Farbmodell","FALSE",,"1440320779000","1",
"14163152250630","RGB-Farbmodell","FALSE",,"1440320779000","0",
"14163152253392","HSV-Farbmodell","TRUE",,"1440320779000","2",
"14163152265130","RGB-Farbmodell","TRUE",,"1542916246000","0",
"14163152266002","CMYK-Farbmodell","FALSE",,"1542916246000","2",
"14163152268461","HSV-Farbmodell","FALSE",,"1542916246000","1",
"14163152271402","Auflösung des Bildes","FALSE",,"1542916252000","2",
"14163152271820","Höhe der Kompression","FALSE",,"1542916252000","0",
"14163152272091","Anzahl der möglichen Farben","TRUE",,"1542916252000","1",
"14163152282280","Der Hintergrund scheint durch.","TRUE",,"1440321002000","0",
"14163152282591","Die Farbwerte werden verändert.","FALSE",,"1440321002000","1",
"14163152283322","Nur die mittleren Helligkeitswerte werden verändert.","FALSE",,"1440321002000","2",
"14163152285920","Das Original kann wiederhergestellt werden.","TRUE",,"1456345700000","0",
"14163152286861","Weniger wichtige Bilddaten werden entfernt.","FALSE",,"1456345700000","1",
"14163152287392","Das Original kann nicht wiederhergestellt werden.","FALSE",,"1456345700000","2",
"14163152289580","RGB","FALSE",,"1542916291000","0",
"14163152290421","CMY bzw. CMYK","TRUE",,"1542916291000","1",
"14163152290942","HSB","FALSE",,"1542916291000","2",
"14163152293930","wichtige Bilddaten","FALSE",,"1456345693000","0",
"14163152294171","eher unwichtige Bilddaten","TRUE",,"1456345693000","1",
"14163152294372","alle Bilddaten","FALSE",,"1456345693000","2",
"14163152294933","keine Bilddaten","FALSE",,"1456345693000","3",
"14163193415093","Byte, Bit, KB, MB, GB, TB","FALSE",,"1606812047000","3",
"14163193415591","Bit, KB, Byte, MB, GB, TB","FALSE",,"1606812047000","1",
"14163193415890","Bit, Byte, KB, MB, GB, TB","TRUE",,"1606812047000","0",
"14163193416132","Bit, Byte, KB, GB, TB, MB","FALSE",,"1606812047000","2",
"14163193421073","Compact Data – Reset Writing","FALSE",,"1606812055000","3",
"14163193421200","Compact Data – Record Words","FALSE",,"1606812055000","0",
"14163193421352","Compact Disc – ReneW","FALSE",,"1606812055000","2",
"14163193421511","Compact Disc – ReWriteable","TRUE",,"1606812055000","1",
"14163193426860","470 KB","FALSE",,"1606812058000","0",
"14163193427141","4,7 GB","TRUE",,"1606812058000","1",
"14163193427862","4,7 TB","FALSE",,"1606812058000","2",
"14163193428183","4,7 MB","FALSE",,"1606812058000","3",
"14163193478951","Bit, Megabyte, Gigabyte, Terabyte","TRUE",,"1604779996000","1",
"14163193479733","Bit, Byte, Kilobyte, Terabyte, Megabyte","FALSE",,"1604779996000","3",
"14163193480060","Byte, Bit, Kilobyte, Megabyte","FALSE",,"1604779996000","0",
"14163193480252","Kilobyte, Gigabyte, Megabyte, Terabyte","FALSE",,"1604779996000","2",
"14163193485533","CPU (Central Processing Unit) bzw. der Prozessor","TRUE",,"1604780240000","3",
"14163193485661","GUI (Graphical User Interface)","FALSE",,"1604780240000","1",
"14163193485852","ROM (Read Only Memory)","FALSE",,"1604780240000","2",
"14163193486450","RAM bzw. Hauptspeicher","FALSE",,"1604780240000","0",
"14163193487970","1024 Bit","FALSE",,"1604780146000","0",
"14163193488092","1024 Bytes","TRUE",,"1604780146000","2",
"14163193488211","8 Byte","FALSE",,"1604780146000","1",
"14163193488333","512 Bytes","FALSE",,"1604780146000","3",
"14163193492503","Peripheriegeräte","TRUE",,"1604780184000","3",
"14163193492682","Kommunikationsgeräte","FALSE",,"1604780184000","2",
"14163193492881","Speichergeräte","FALSE",,"1604780184000","1",
"14163193493440","Datentransfergeräte","FALSE",,"1604780184000","0",
"14163193497552","Die Speicherkapazität der Festplatte","FALSE",,"1604780217000","2",
"14163193497670","Die Taktfrequenz der CPU","TRUE",,"1604780217000","0",
"14163193497793","Die Zugriffszeit auf den Arbeitsspeicher (RAM)","FALSE",,"1604780217000","3",
"14163193497911","Die Bildwiederholungsfrequenz","FALSE",,"1604780217000","1",
"14163193501100","Calculating Process Unit","FALSE",,"1604780229000","0",
"14163193501382","Control Process Unit","FALSE",,"1604780229000","2",
"14163193502063","Central Processing Unit","TRUE",,"1604780229000","3",
"14163193502441","Control Program Unit","FALSE",,"1604780229000","1",
"14163193508422","Sie führt Rechenoperationen durch.","TRUE",,"1606812120000","2",
"14163193508563","Sie kopiert Daten auf die Festplatte.","FALSE",,"1606812120000","3",
"14163193508840","Sie wandelt den Wechselstrom in Gleichstrom um.","FALSE",,"1606812120000","0",
"14163193508961","Sie dient zur dauerhaften Speicherung von Daten.","FALSE",,"1606812120000","1",
"14163193516300","1 TB = 1024 GB","FALSE",,"1606812127000","0",
"14163193516663","1 GB = 1024 KB","TRUE",,"1606812127000","3",
"14163193516901","1024 KB = 1 MB","FALSE",,"1606812127000","1",
"14163193517022","8 Bit = 1 Byte","FALSE",,"1606812127000","2",
"14163193518981","Speicherkapazität einer Festplatte","FALSE",,"1606812132000","1",
"14163193519160","Taktfrequenz der CPU","TRUE",,"1606812132000","0",
"14163193519283","Speicherkapaziät des Hauptspeichers (RAM)","FALSE",,"1606812132000","3",
"14163193519402","ROM","FALSE",,"1606812132000","2",
"14163193573040","Virenschutzprogramme","FALSE",,"1604819120000","0",
"14163193573581","Anwendungsprogramme","TRUE",,"1604819120000","1",
"14163193574483","Betriebssysteme","FALSE",,"1604819120000","3",
"14163193574882","Lernprogramme","FALSE",,"1604819120000","2",
"14163193616360","Kabelanschlüsse","FALSE",,"1604823778000","0",
"14163193616623","Schriftarten und Drucker","FALSE",,"1604823778000","3",
"14163193617121","Programme und dazugehörige Daten","TRUE",,"1604823778000","1",
"14163193617702","RAM und ROM","FALSE",,"1604823778000","2",
"14163193625111","Anwendungsprogramm","TRUE",,"1604824772000","1",
"14163193625443","CPU","FALSE",,"1604824772000","3",
"14163193626380","Software","TRUE",,"1604824772000","0",
"14163193626622","Peripherie","FALSE",,"1604824772000","2",
"14163193656743","vom Prozessor","FALSE",,"1604827647000","3",
"14163193657052","von der Festplatte","FALSE",,"1604827647000","2",
"14163193657650","aus dem ROM","TRUE",,"1604827647000","0",
"14163193657891","aus dem RAM","FALSE",,"1604827647000","1",
"14163193660490","Ein Intranet ist z.B. das Netzwerk in einer Schule.","TRUE",,"1604827688000","0",
"14163193661453","Auch mit einem Funknetzwerk kann man sich mit einem Intranet verbinden. Im Normalfall sind dafür Benutzername und Kennwort erforderlich.","TRUE",,"1604827688000","3",
"14163193661742","PCs in einem Intranet müssen immer über ein Netzwerkkabel verbunden sein.","FALSE",,"1604827688000","2",
"14163193662291","Für ein Intranet reicht eine Vernetzung von zwei PCs.","TRUE",,"1604827688000","1",
"14163193686512","Ein Intranet wird nur im privaten Bereich benutzt","FALSE",,"1604828526000","2",
"14163193688070","Ein Intranet kann maximal drei Computer verbinden","FALSE",,"1604828526000","0",
"14163193690261","Ein Intranet ist ein nicht öffentliches Netzwerk","TRUE",,"1604828526000","1",
"14163193691743","Ein Intranet ist ein weltweites Computernetz","FALSE",,"1604828526000","3",
"14163193697160","Language Answer Book","FALSE",,"1604828558000","0",
"14163193697483","Local Air Network","FALSE",,"1604828558000","3",
"14163193698082","Local Artificial Network","FALSE",,"1604828558000","2",
"14163193699201","Local Area Network","TRUE",,"1604828558000","1",
"14163193716773","Als flüchtiger Speicher, der bei Stromausfall gelöscht wird.","FALSE",,"1604828777000","3",
"14163193717351","Zugang zum Internet","FALSE",,"1604828777000","1",
"14163193718530","Zur Speicherung von Daten im Netzwerk","TRUE",,"1604828777000","0",
"14163193718812","Netzwerkanschluss","FALSE",,"1604828777000","2",
"14163193722962","um den PC vor Überhitzung zu schützen","FALSE",,"1604909014000","2",
"14163193723603","um den Bildschirmschoner einzuschalten","FALSE",,"1604909014000","3",
"14163193724561","um die Datensicherung zu ermöglichen","FALSE",,"1604909014000","1",
"14163193725140","um eine Ermüdung der Augen zu verhindern","TRUE",,"1604909014000","0",
"14163193751792","Der Preis wird in Minuten abgerechnet.","FALSE",,"1604829615000","2",
"14163193752991","Man bezahlt eine feste Monatsgebühr (Pauschalabrechnung).","TRUE",,"1604829615000","1",
"14163193753313","hohe Bandbreite (= hohe Übertragungsgeschwindigkeit)","TRUE",,"1604829615000","3",
"14163193753910","immer online","TRUE",,"1604829615000","0",
"14163193759832","beim Surfen im Internet","FALSE",,"1604829763000","2",
"14163193760060","beim Senden eines E-Mails","TRUE",,"1604829763000","0",
"14163193760933","beim Hochladen von Fotos auf Facebook","TRUE",,"1604829763000","3",
"14163193762371","beim Aktualisieren des Antivirenprogramms","FALSE",,"1604829763000","1",
"14163193801942","Internet-Explorer","FALSE",,"1604831237000","2",
"14163193802061","Es werden Onlinekurse angeboten.","FALSE",,"1604909116000","1",
"14163193802181","Antiviren-Software","FALSE",,"1604831237000","1",
"14163193802300","Die Monitore werden so aufgestellt, dass Spiegelungen möglichst gering sind.","TRUE",,"1604909116000","0",
"14163193802423","Desktop Publishing Programm","FALSE",,"1604831237000","3",
"14163193802543","Bei der Bildschirmarbeit sollen regelmäßig Pausen eingelegt werden.","TRUE",,"1604909116000","3",
"14163193802660","Betriebssystem","TRUE",,"1604831237000","0",
"14163193802782","Das RAM wird in regelmäßigen Abständen getauscht.","FALSE",,"1604909116000","2",
"14163193804182","Ressourcen wie Drucker, Festplattenspeicher oder Internetzugang können von vielen Anwender*innen gemeinsam genutzt werden.","TRUE",,"1604831280000","2",
"14163193804423","Eine regelmäßige Datensicherung ist nicht erforderlich.","FALSE",,"1604831280000","3",
"14163193804660","Die Verarbeitungsgeschwindigkeit der Arbeitsplatzrechner wird erhöht.","FALSE",,"1604831280000","0",
"14163193805051","Ein Netzwerk kann nicht von Computerviren befallen werden.","FALSE",,"1604831280000","1",
"14163193817020","Die Kennwörter braucht man, um Antiviren-Programme beenden zu können.","FALSE",,"1604909191000","0",
"14163193817943","Die Kennwörter schützen einen PC oder Daten vor unerlaubten Zugriffen.","TRUE",,"1604909191000","3",
"14163193818211","Die Kennwörter müssen nach jedem Hochfahren geändert werden.","FALSE",,"1604909191000","1",
"14163193818612","Die Kennwörter braucht man um Systemprogramme beenden zu können.","FALSE",,"1604909191000","2",
"14163193840520","der Preis der Software","FALSE",,"1604912845000","0",
"14163193840791","der Name des Käufers","FALSE",,"1604912845000","1",
"14163193841032","die Anleitung zur Installation der Software","FALSE",,"1604912845000","2",
"14163193841393","die Nutzungsbedingungen für die Software","TRUE",,"1604912845000","3",
"14163193854692","Der PC lädt unaufgefordert Internetseiten mit Werbung nach.","TRUE",,"1604915392000","2",
"14163193855000","Der Computer funktioniert langsamer als gewohnt.","TRUE",,"1604915392000","0",
"14163193855353","Programme starten nicht mehr.","TRUE",,"1604915392000","3",
"14163193855671","Die Systemzeit wurde verstellt.","FALSE",,"1604915392000","1",
"14163196127822","Die komprimierte Datei erhält die Erweiterung ZIP.","TRUE",,"1604916714000","2",
"14163196127943","Dateien werden versteckt.","FALSE",,"1604916714000","3",
"14163196128060","Dateien werden auf Viren untersucht.","FALSE",,"1604916714000","0",
"14163196128181","Die Dateigröße wird kleiner.","TRUE",,"1604916714000","1",
"14163196130491","Sie werden sofort gelöscht.","FALSE",,"1604947580000","1",
"14163196130613","Sie werden gesichert.","FALSE",,"1604947580000","3",
"14163196130730","Sie bleiben bis zum endgültigen Löschen dort gespeichert.","TRUE",,"1604947580000","0",
"14163196130852","Sie werden ausgeschnitten.","FALSE",,"1604947580000","2",
"14163196139000","Dateien beinhalten Ordner.","FALSE",,"1604997037000","0",
"14163196139121","Ordner können Dateien beinhalten.","TRUE",,"1604997037000","1",
"14163196139243","Dateien werden in einer baumartigen Verzeichnisstruktur gespeichert.","TRUE",,"1604997037000","3",
"14163196139362","Dateien beinhalten Dateien.","FALSE",,"1604997037000","2",
"14163196149602","Bildlaufleiste","FALSE",,"1416319614000","0","03_Formatierung_korrekt.jpg"
"14163196149761","Statusleiste","TRUE",,"1416319614000","0","03_Dateitpy_PDF.jpg"
"14163196149920","Titelleiste","FALSE",,"1416319614000","0","03_Dateitpy_PDF.jpg"
"14163196150123","Menüleiste","FALSE",,"1416319614000","0","03_Formatierungszeichen_Absatzmarke1.jpg"
"14163196168123","D","FALSE",,"1605017888000","3",
"14163196168242","C","TRUE",,"1605017888000","2",
"14163196168480","A","FALSE",,"1605017888000","0",
"14163196168601","B","TRUE",,"1605017888000","1",
"14163196172171","STRG + C","TRUE",,"1605020600000","1",
"14163196172333","STRG + F","FALSE",,"1605020600000","3",
"14163196172450","STRG + X","FALSE",,"1605020600000","0",
"14163196172612","STRG + V","FALSE",,"1605020600000","2",
"14163196173443","F4","FALSE",,"1605020585000","3",
"14163196173561","F2","FALSE",,"1605020585000","1",
"14163196173680","F1","TRUE",,"1605020585000","0",
"14163196173802","F3","FALSE",,"1605020585000","2",
"14163196174801","Druck","TRUE",,"1605020639000","1",
"14163196174923","Strg","FALSE",,"1605020639000","3",
"14163196175042","Pause","FALSE",,"1605020639000","2",
"14163196175160","Windows","FALSE",,"1605020639000","0",
"14163196176040","Alt + Windows","FALSE",,"1605020786000","0",
"14163196176242","Alt + Pause","FALSE",,"1605020786000","2",
"14163196176363","Alt + Strg","FALSE",,"1605020786000","3",
"14163196176481","Alt + Druck","TRUE",,"1605020786000","1",
"14163196178593","Benutzername und Adresse","FALSE",,"1605020817000","3",
"14163196178792","Benutzername und Kennwort","TRUE",,"1605020817000","2",
"14163196178911","Kennwort und Passwort","FALSE",,"1605020817000","1",
"14163196179030","Geburtsdatum und Kennwort","FALSE",,"1605020817000","0",
"14163196179710","Alt-Taste + Mausklick","FALSE",,"1605020841000","0",
"14163196179832","Umschalt-Taste + Mausklick","TRUE",,"1605020841000","2",
"14163196179951","Windowstaste + Mausklick","FALSE",,"1605020841000","1",
"14163196180632","Strg + Mausklick","TRUE",,"1605020860000","2",
"14163196180750","Alt + Mausklick","FALSE",,"1605020860000","0",
"14163196180951","Windowstaste + Mausklick","FALSE",,"1605020860000","1",
"14163196181900","Er muss das Programmsymbol auf dem Desktop löschen.","FALSE",,"1605020869000","0",
"14163196182061","Er muss eine Wiederherstellung einleiten.","FALSE",,"1605020869000","1",
"14163196182182","Er muss die Benutzerlizenz des Programms deaktivieren.","FALSE",,"1605020869000","2",
"14163196182303","Er muss das Programm in der Systemsteuerung unter Programme und Funktionen deinstallieren.","TRUE",,"1605020869000","3",
"14163196183260","A","TRUE",,"1605023031000","0",
"14163196183382","C","FALSE",,"1605023031000","2",
"14163196183503","D","FALSE",,"1605023031000","3",
"14163196183611","B","FALSE",,"1605023031000","1",
"14163196184450","Urlaub 2010.avi","FALSE",,"1605023057000","0",
"14163196184573","Urlaub 2010.mpeg","FALSE",,"1605023057000","3",
"14163196184692","Symphonie.mp3","FALSE",,"1605023057000","2",
"14163196184851","CD-Sammlung.accdb","TRUE",,"1605023057000","1",
"14163196480120","Stundenplan der Schule","TRUE",,"1431334053000","0",
"14163196480363","Verleihdaten","FALSE",,"1431334053000","3",
"14163196480481","Schülernamen und Schüleradressen","FALSE",,"1431334053000","1",
"14163196480842","Namen der Buchautoren","FALSE",,"1431334053000","2",
"14163196482550","Er beschleunigt die Suche.","TRUE",,"1431334056000","0",
"14163196482991","Er dient zur Vermeidung von redundanten Daten.","FALSE",,"1431334056000","1",
"14163196483273","Er dient zur Filterung von Datensätzen.","FALSE",,"1431334056000","3",
"14163196483592","Er verlangsamt die Suche.","FALSE",,"1431334056000","2",
"14163196487542","Text","FALSE",,"1416319648000","2",
"14163196487781","Zahl","FALSE",,"1416319648000","1",
"14163196488020","AutoWert","TRUE",,"1416319648000","0",
"14163196488263","Memo","FALSE",,"1416319648000","3",
"14163196489612","Georg Riesenhuber","FALSE",,"1418140775000","2",
"14163196489851","Riesenhuber Georg","FALSE",,"1418140775000","1",
"14163196490050","G. Riesenhuber","FALSE",,"1418140775000","0",
"14163196490303","Riesenhuber","TRUE",,"1418140775000","3",
"14163196491920"," Datei, Speichern unter","FALSE",,"1431334089000","0",
"14163196492161","rechte Maustaste auf die Tabelle, Kopieren","FALSE",,"1431334089000","1",
"14163196492403","rechte Maustaste auf die Tabelle, Exportieren, Excel","TRUE",,"1431334089000","3",
"14163196492642","Datei, Exportieren","FALSE",,"1431334089000","2",
"14163196494001","Datentabelle","TRUE",,"1431334087000","1",
"14163196494242","Datenfeld","FALSE",,"1431334087000","2",
"14163196494480","Datensatz","FALSE",,"1431334087000","0",
"14163196494723","Datenbank","FALSE",,"1431334087000","3",
"14163196496232","Datenschutz und -sicherheit durch Rechtevergabe","TRUE",,"1431334084000","2",
"14163196496473","Überprüfung der Daten auf Richtigkeit","FALSE",,"1431334084000","3",
"14163196496710","Datensicherung","TRUE",,"1431334084000","0",
"14163196496871","Dateneingabe","FALSE",,"1431334084000","1",
"14163196498311","durch den Eintrag bei Format <>100","FALSE",,"1431334074000","1",
"14163196498552","durch den Eintrag bei Gültigkeitsmeldung >=100","FALSE",,"1431334074000","2",
"14163196498830","durch den Eintrag bei Beschriftung <100","FALSE",,"1431334074000","0",
"14163196499103","durch den Eintrag bei Gültigkeitsregel <=100","TRUE",,"1431334074000","3",
"14163196500823","Die Büchertabelle muss nach Autor sortiert werden.","FALSE",,"1416319649000","3",
"14163196501141","Das Format des Feldes Autor in den Feldeigenschaften auf Memo ändern.","FALSE",,"1416319649000","1",
"14163196501582","In den Feldeigenschaften muss die Feldgröße verringert werden.","FALSE",,"1416319649000","2",
"14163196501900","Das Feld Autor muss indiziert werden.","TRUE",,"1416319649000","0",
"14163196503451","Die Messungen sind Daten.","TRUE",,"1416319650000","1",
"14163196503853","Am Dienstag hat es mehr Regen als am Mittwoch gegeben: Das ist eine Information.","TRUE",,"1416319650000","3",
"14163196504052","Zwischen Daten und Informationen besteht kein Unterschied.","FALSE",,"1416319650000","2",
"14163196505570","Text","FALSE",,"1431334071000","0",
"14163196505732","Langer Text (bzw. Memo)","TRUE",,"1431334071000","2",
"14163196505933","Zahl","FALSE",,"1431334071000","3",
"14163196506131","Währung","FALSE",,"1431334071000","1",
"14163196507320","Aus Daten können Informationen (z. B. Klimaerwärmung) gewonnen werden.","TRUE",,"1416319650000","0",
"14163196520660","5020 Salzburg","FALSE",,"1431334080000","0",
"14163196520921","5020 Salzburg, Faberstraße","FALSE",,"1431334080000","1",
"14163196521342","5020","TRUE",,"1431334080000","2",
"14163196631690","Formular","FALSE",,"1431333846000","0",
"14163196632011","Bericht","TRUE",,"1431333846000","1",
"14163196632332","Tabelle","FALSE",,"1431333846000","2",
"14163196634282","Das Feld mit dem Primärschlüssel hat automatisch einen Index ohne Duplikate.","TRUE",,"1431333850000","2",
"14163196634563","Es gibt keine Kunden, die die gleiche Kundennummer haben.","TRUE",,"1431333850000","3",
"14163196634881","Der Primärschlüssel verhindert das Löschen des Datensatzes","FALSE",,"1431333850000","1",
"14163196635280","Das Feld mit dem Primärschlüssel muss immer das erste sein.","FALSE",,"1431333850000","0",
"14163196640422","Geburtsdatum","FALSE",,"1431333859000","2",
